session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
514,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
514,6,high,self,even,0,4,0,4,False,False,False,False,7,7
514,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
514,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
514,9,low,full,even,62,4,61,4,False,False,False,False,3,5
514,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
514,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
514,12,high,full,even,0,4,0,4,False,False,False,False,7,7
515,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
515,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
515,3,low,full,even,57,4,49,4,False,False,False,False,5,3
515,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
515,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
515,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
515,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
515,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
515,9,low,self,even,61,4,62,4,False,False,False,False,3,5
515,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
515,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
515,12,high,self,even,0,4,0,4,False,False,False,False,7,7
516,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
516,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
516,3,high,full,even,24,4,0,4,False,False,False,False,5,3
516,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
516,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
516,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
516,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
516,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
516,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
516,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
516,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
516,12,high,full,even,0,4,0,4,False,False,False,False,7,7
517,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
517,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
517,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
517,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
517,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
517,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
517,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
517,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
517,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
517,10,high,full,uneven,0,3,18,5,False,False,False,False,5,3
517,11,low,full,even,12,4,11,4,False,False,False,False,7,7
517,12,high,self,even,0,4,0,4,False,False,False,False,7,7
518,1,high,self,even,0,4,8,4,False,False,False,False,4,4
518,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
518,3,high,self,uneven,0,5,22,3,False,False,False,False,5,3
518,4,low,full,even,61,4,62,4,False,False,False,False,3,5
518,5,high,full,even,0,4,0,4,False,False,False,False,7,7
518,6,high,self,even,0,4,0,4,False,False,False,False,7,7
518,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
518,8,high,full,even,0,4,26,4,False,False,False,False,4,4
518,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
518,10,low,full,even,60,4,59,4,False,False,False,False,5,3
518,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
518,12,high,full,even,0,4,0,4,False,False,False,False,7,7
519,1,high,full,even,0,4,0,4,False,False,False,False,3,4
519,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
519,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
519,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
519,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
519,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
519,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
519,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
519,9,high,full,even,24,4,22,4,False,False,False,False,3,5
519,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
519,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
519,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
520,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
520,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
520,3,high,self,uneven,0,5,22,3,False,False,False,False,5,3
520,4,low,self,even,59,4,52,4,False,False,False,False,3,5
520,5,high,self,even,0,4,0,4,False,False,False,False,7,7
520,6,low,self,even,12,4,15,4,False,False,False,False,7,7
520,7,low,self,even,50,4,47,4,False,False,False,False,4,4
520,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
520,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
520,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
520,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
520,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
521,1,high,full,even,8,4,0,4,False,False,False,False,4,4
521,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
521,3,high,full,even,0,4,4,4,False,False,False,False,5,3
521,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
521,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
521,6,low,full,uneven,0,3,13,5,False,False,False,False,7,7
521,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
521,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
521,9,low,self,even,61,4,62,4,False,False,False,False,3,5
521,10,high,full,uneven,0,3,18,5,False,False,False,False,5,3
521,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
521,12,high,full,even,0,4,0,4,False,False,False,False,7,7
522,1,high,self,even,0,4,8,4,False,False,False,False,4,4
522,2,high,self,even,18,4,12,4,False,False,False,False,4,4
522,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
522,4,high,full,uneven,0,5,0,3,False,False,False,False,3,5
522,5,low,full,uneven,5,5,18,3,False,False,False,False,7,7
522,6,high,self,even,0,4,0,4,False,False,False,False,7,7
522,7,low,full,even,57,4,64,4,False,False,False,False,4,4
522,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
522,9,low,self,even,61,4,62,4,False,False,False,False,3,5
522,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
522,11,low,full,even,12,4,11,4,False,False,False,False,7,7
522,12,low,full,even,17,4,0,4,False,False,False,False,7,7
523,1,low,full,even,54,4,49,4,False,False,False,False,4,4
523,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
523,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
523,4,low,full,even,52,4,59,4,False,False,False,False,3,5
523,5,low,self,even,0,4,11,4,False,False,False,False,7,7
523,6,high,self,even,0,4,0,4,False,False,False,False,7,7
523,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
523,8,low,full,even,51,4,44,4,False,False,False,False,4,4
523,9,high,self,even,24,4,22,4,False,False,False,False,3,5
523,10,low,full,even,60,4,59,4,False,False,False,False,5,3
523,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
523,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
524,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
524,2,high,full,even,0,4,0,4,False,False,False,False,4,2
524,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
524,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
524,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
524,6,low,full,even,0,4,19,4,False,False,False,False,7,7
524,7,high,self,even,0,4,0,4,False,False,False,False,4,4
524,8,high,full,even,0,4,26,4,False,False,False,False,4,4
524,9,high,self,even,22,4,24,4,False,False,False,False,3,5
524,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
524,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
524,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
525,1,high,self,even,0,4,8,4,False,False,False,False,4,4
525,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
525,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
525,4,high,full,even,4,4,18,4,False,False,False,False,3,5
525,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
525,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
525,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
525,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
525,9,high,full,even,24,4,22,4,False,False,False,False,3,5
525,10,low,self,even,60,4,59,4,False,False,False,False,5,3
525,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
525,12,high,full,even,0,4,0,4,False,False,False,False,7,7
526,1,low,full,even,54,4,49,4,False,False,False,False,4,4
526,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
526,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
526,4,high,self,even,18,4,4,4,False,False,False,False,3,5
526,5,low,self,even,0,4,11,4,False,False,False,False,7,7
526,6,low,full,uneven,0,3,13,5,False,False,False,False,7,7
526,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
526,8,low,full,uneven,47,5,52,3,False,False,False,False,4,4
526,9,low,full,even,62,4,61,4,False,False,False,False,3,5
526,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
526,11,high,full,even,0,4,0,4,False,False,False,False,7,7
526,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
527,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
527,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
527,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
527,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
527,5,high,self,even,0,4,0,4,False,False,False,False,7,7
527,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
527,7,high,self,even,0,4,0,4,False,False,False,False,4,4
527,8,low,full,even,51,4,44,4,False,False,False,False,4,4
527,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
527,10,high,self,even,20,4,18,4,False,False,False,False,5,3
527,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
527,12,high,full,even,0,4,0,4,False,False,False,False,7,7
528,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
528,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
528,3,low,self,uneven,34,5,61,3,False,False,False,False,5,3
528,4,high,full,even,0,4,12,4,False,False,False,False,3,5
528,5,low,self,uneven,0,5,15,3,False,False,False,False,7,7
528,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
528,7,high,full,even,0,4,0,4,False,False,False,False,4,4
528,8,low,full,even,50,4,63,4,False,False,False,False,4,4
528,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
528,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
528,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
528,12,low,self,even,0,4,11,4,False,False,False,False,7,7
529,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
529,2,low,self,even,56,4,59,4,False,False,False,False,4,4
529,3,high,full,even,24,4,0,4,False,False,False,False,5,3
529,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
529,5,low,self,even,11,4,0,4,False,False,False,False,7,7
529,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
529,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
529,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
529,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
529,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
529,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
529,12,low,full,even,17,4,0,4,False,False,False,False,7,7
530,1,high,self,even,8,4,0,4,False,False,False,False,4,4
530,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
530,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
530,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
530,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
530,6,high,self,even,0,4,0,4,False,False,False,False,7,7
530,7,high,full,even,0,4,0,4,False,False,False,False,4,4
530,8,high,self,even,26,4,0,4,False,False,False,False,4,4
530,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
530,10,low,full,even,37,4,50,4,False,False,False,False,5,3
530,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
530,12,low,self,even,0,4,11,4,False,False,False,False,7,7
531,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
531,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
531,3,high,full,even,24,4,0,4,False,False,False,False,5,3
531,4,low,full,even,52,4,59,4,False,False,False,False,3,5
531,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
531,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
531,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
531,8,low,full,uneven,47,5,52,3,False,False,False,False,4,4
531,9,high,self,even,22,4,24,4,False,False,False,False,3,5
531,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
531,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
531,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
532,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
532,2,low,full,uneven,44,3,61,5,False,False,False,False,4,4
532,3,low,self,even,62,4,41,4,False,False,False,False,5,3
532,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
532,5,low,self,even,0,4,11,4,False,False,False,False,7,7
532,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
532,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
532,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
532,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
532,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
532,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
532,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
533,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
533,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
533,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
533,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
533,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
533,6,low,self,even,12,4,15,4,False,False,False,False,7,7
533,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
533,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
533,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
533,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
533,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
533,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
534,1,high,full,even,0,4,0,4,False,False,False,False,3,4
534,2,high,full,even,12,4,18,4,False,False,False,False,4,4
534,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
534,4,high,full,even,0,4,12,4,False,False,False,False,3,5
534,5,low,full,even,0,4,11,4,False,False,False,False,7,7
534,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
534,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
534,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
534,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
534,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
534,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
534,12,low,full,uneven,15,3,0,5,False,False,False,False,7,7
535,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
535,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
535,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
535,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
535,5,low,full,even,5,4,0,4,False,False,False,False,7,7
535,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
535,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
535,8,low,full,even,51,4,44,4,False,False,False,False,4,4
535,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
535,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
535,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
535,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
536,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
536,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
536,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
536,4,low,self,uneven,42,3,47,5,False,False,False,False,3,5
536,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
536,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
536,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
536,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
536,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
536,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
536,11,high,full,even,0,4,0,4,False,False,False,False,7,7
536,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
537,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
537,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
537,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
537,4,high,full,even,0,4,12,4,False,False,False,False,3,5
537,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
537,6,low,self,even,15,4,12,4,False,False,False,False,7,7
537,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
537,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
537,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
537,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
537,11,low,self,even,12,4,11,4,False,False,False,False,7,7
537,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
538,1,low,self,even,49,4,54,4,False,False,False,False,4,4
538,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
538,3,high,self,even,24,4,0,4,False,False,False,False,5,3
538,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
538,5,high,self,even,0,4,0,4,False,False,False,False,7,7
538,6,high,full,even,0,4,0,4,False,False,False,False,7,7
538,7,low,full,even,50,4,47,4,False,False,False,False,4,4
538,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
538,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
538,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
538,11,high,full,even,0,4,0,4,False,False,False,False,7,7
538,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
539,1,low,self,even,49,4,54,4,False,False,False,False,4,4
539,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
539,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
539,4,low,self,even,59,4,52,4,False,False,False,False,3,5
539,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
539,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
539,7,low,self,even,50,4,47,4,False,False,False,False,4,4
539,8,high,self,even,26,4,0,4,False,False,False,False,4,4
539,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
539,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
539,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
539,12,high,full,even,0,4,0,4,False,False,False,False,7,7
540,1,high,self,even,0,4,8,4,False,False,False,False,4,4
540,2,high,full,even,12,4,18,4,False,False,False,False,4,4
540,3,high,full,even,0,4,4,4,False,False,False,False,5,3
540,4,low,full,even,61,4,62,4,False,False,False,False,3,5
540,5,low,self,even,0,4,11,4,False,False,False,False,7,7
540,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
540,7,low,full,even,50,4,47,4,False,False,False,False,4,4
540,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
540,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
540,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
540,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
540,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
541,1,low,full,even,23,4,49,4,False,False,False,False,4,4
541,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
541,3,low,full,even,62,4,41,4,False,False,False,False,5,3
541,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
541,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
541,6,low,full,even,12,4,15,4,False,False,False,False,7,7
541,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
541,8,high,self,even,26,4,0,4,False,False,False,False,4,4
541,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
541,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
541,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
541,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
542,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
542,2,low,self,even,56,4,59,4,False,False,False,False,4,4
542,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
542,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
542,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
542,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
542,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
542,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
542,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
542,10,high,self,even,20,4,18,4,False,False,False,False,5,3
542,11,low,full,even,12,4,11,4,False,False,False,False,7,7
542,12,high,self,even,0,4,0,4,False,False,False,False,7,7
543,1,high,full,even,8,4,0,4,False,False,False,False,4,4
543,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
543,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
543,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
543,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
543,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
543,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
543,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
543,9,low,full,even,59,4,58,4,False,False,False,False,3,5
543,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
543,11,high,self,even,0,4,0,4,False,False,False,False,7,7
543,12,low,self,even,0,4,11,4,False,False,False,False,7,7
544,1,high,full,even,0,4,0,4,False,False,False,False,3,4
544,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
544,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
544,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
544,5,low,full,uneven,5,5,18,3,False,False,False,False,7,7
544,6,low,self,even,15,4,12,4,False,False,False,False,7,7
544,7,low,full,even,57,4,64,4,False,False,False,False,4,4
544,8,high,full,even,0,4,26,4,False,False,False,False,4,4
544,9,high,full,even,14,4,20,4,False,False,False,False,3,5
544,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
544,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
544,12,low,full,uneven,0,5,0,3,False,False,False,False,7,7
545,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
545,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
545,3,low,full,even,62,4,41,4,False,False,False,False,5,3
545,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
545,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
545,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
545,7,low,self,even,50,4,47,4,False,False,False,False,4,4
545,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
545,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
545,10,low,full,uneven,59,5,40,3,False,False,False,False,5,3
545,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
545,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
546,1,high,self,even,8,4,0,4,False,False,False,False,4,4
546,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
546,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
546,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
546,5,low,full,even,5,4,0,4,False,False,False,False,7,7
546,6,low,self,even,12,4,15,4,False,False,False,False,7,7
546,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
546,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
546,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
546,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
546,11,high,self,even,0,4,0,4,False,False,False,False,7,7
546,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
547,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
547,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
547,3,low,full,even,62,4,41,4,False,False,False,False,5,3
547,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
547,5,low,self,even,0,4,11,4,False,False,False,False,7,7
547,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
547,7,high,full,even,0,4,0,4,False,False,False,False,4,4
547,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
547,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
547,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
547,11,low,full,even,0,4,24,4,False,False,False,False,7,7
547,12,low,self,uneven,0,5,15,3,False,False,False,False,7,7
548,1,low,self,even,49,4,54,4,False,False,False,False,4,4
548,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
548,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
548,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
548,5,high,full,even,0,4,0,4,False,False,False,False,7,7
548,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
548,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
548,8,low,full,uneven,55,5,54,3,True,False,False,False,4,4
548,9,low,full,even,62,4,61,4,False,False,False,False,3,5
548,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
548,11,high,full,even,0,4,0,4,False,False,False,False,7,7
548,12,low,full,uneven,23,5,0,3,False,False,False,False,7,7
549,1,high,full,even,0,4,0,4,False,False,False,False,3,4
549,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
549,3,high,full,even,0,4,4,4,False,False,False,False,5,3
549,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
549,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
549,6,low,full,even,12,4,15,4,False,False,False,False,7,7
549,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
549,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
549,9,low,self,even,62,4,61,4,False,False,False,False,3,5
549,10,low,self,even,59,4,60,4,False,False,False,False,5,3
549,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
549,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
550,1,high,full,even,0,4,0,4,False,False,False,False,3,4
550,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
550,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
550,4,high,full,uneven,0,5,0,3,False,False,False,False,3,5
550,5,low,full,even,0,4,11,4,False,False,False,False,7,7
550,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
550,7,high,full,even,0,4,0,4,False,False,False,False,4,4
550,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
550,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
550,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
550,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
550,12,low,full,even,0,4,11,4,False,False,False,False,7,7
551,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
551,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
551,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
