session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
551,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
551,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
551,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
551,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
551,8,high,self,even,0,4,26,4,False,False,False,False,4,4
551,9,high,full,even,14,4,20,4,False,False,False,False,3,5
551,10,low,self,even,59,4,60,4,False,False,False,False,5,3
551,11,high,full,even,0,4,0,4,False,False,False,False,7,7
551,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
552,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
552,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
552,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
552,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
552,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
552,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
552,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
552,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
552,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
552,10,high,full,uneven,0,3,18,5,False,False,False,False,5,3
552,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
552,12,low,full,uneven,15,3,0,5,False,False,False,False,7,7
553,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
553,2,high,full,even,0,4,0,4,False,False,False,False,4,2
553,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
553,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
553,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
553,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
553,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
553,8,high,self,even,0,4,26,4,False,False,False,False,4,4
553,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
553,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
553,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
553,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
554,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
554,2,low,full,even,53,4,51,4,False,False,False,False,4,4
554,3,high,self,even,24,4,0,4,False,False,False,False,5,3
554,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
554,5,high,self,even,0,4,0,4,False,False,False,False,7,7
554,6,high,self,even,0,4,0,4,False,False,False,False,7,7
554,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
554,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
554,9,low,full,even,59,4,58,4,False,False,False,False,3,5
554,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
554,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
554,12,low,full,even,17,4,0,4,False,False,False,False,7,7
555,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
555,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
555,3,low,full,even,57,4,49,4,False,False,False,False,5,3
555,4,low,self,even,59,4,52,4,False,False,False,False,3,5
555,5,low,full,even,5,4,0,4,False,False,False,False,7,7
555,6,low,self,even,12,4,15,4,False,False,False,False,7,7
555,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
555,8,high,full,even,0,4,26,4,False,False,False,False,4,4
555,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
555,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
555,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
555,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
556,1,low,full,uneven,41,5,30,3,False,False,False,False,4,4
556,2,low,full,even,53,4,51,4,False,False,False,False,4,4
556,3,low,full,even,57,4,49,4,False,False,False,False,5,3
556,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
556,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
556,6,low,full,even,12,4,15,4,False,False,False,False,7,7
556,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
556,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
556,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
556,10,low,full,uneven,59,5,40,3,False,False,False,False,5,3
556,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
556,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
557,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
557,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
557,3,low,self,even,41,4,62,4,False,False,False,False,5,3
557,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
557,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
557,6,high,self,even,0,4,0,4,False,False,False,False,7,7
557,7,high,full,even,0,4,0,4,False,False,False,False,4,4
557,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
557,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
557,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
557,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
557,12,low,full,even,17,4,0,4,False,False,False,False,7,7
558,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
558,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
558,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
558,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
558,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
558,6,low,full,even,12,4,15,4,False,False,False,False,7,7
558,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
558,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
558,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
558,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
558,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
558,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
559,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
559,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
559,3,high,self,uneven,0,5,22,3,False,False,False,False,5,3
559,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
559,5,low,full,uneven,5,5,18,3,False,False,False,False,7,7
559,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
559,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
559,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
559,9,high,self,even,22,4,24,4,False,False,False,False,3,5
559,10,low,self,even,59,4,60,4,False,False,False,False,5,3
559,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
559,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
560,1,low,self,even,54,4,49,4,False,False,False,False,4,4
560,2,high,self,even,12,4,18,4,False,False,False,False,4,4
560,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
560,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
560,5,low,self,even,11,4,0,4,False,False,False,False,7,7
560,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
560,7,low,full,even,50,4,47,4,False,False,False,False,4,4
560,8,low,full,even,51,4,44,4,False,False,False,False,4,4
560,9,low,full,even,59,4,58,4,False,False,False,False,3,5
560,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
560,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
560,12,low,full,uneven,23,5,0,3,False,False,False,False,7,7
561,1,low,self,even,49,4,54,4,False,False,False,False,4,4
561,2,high,self,even,18,4,12,4,False,False,False,False,4,4
561,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
561,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
561,5,high,self,even,0,4,0,4,False,False,False,False,7,7
561,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
561,7,high,full,even,0,4,0,4,False,False,False,False,4,4
561,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
561,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
561,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
561,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
561,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
562,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
562,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
562,3,high,full,even,24,4,0,4,False,False,False,False,5,3
562,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
562,5,low,full,even,5,4,0,4,False,False,False,False,7,7
562,6,high,full,even,0,4,0,4,False,False,False,False,7,7
562,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
562,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
562,9,high,full,even,24,4,22,4,False,False,False,False,3,5
562,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
562,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
562,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
563,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
563,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
563,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
563,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
563,5,low,self,even,11,4,0,4,False,False,False,False,7,7
563,6,low,full,uneven,0,3,13,5,False,False,False,False,7,7
563,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
563,8,high,full,even,0,4,26,4,False,False,False,False,4,4
563,9,high,self,even,22,4,24,4,False,False,False,False,3,5
563,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
563,11,high,full,even,0,4,0,4,False,False,False,False,7,7
563,12,low,self,even,0,4,11,4,False,False,False,False,7,7
564,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
564,2,low,self,even,59,4,56,4,False,False,False,False,4,4
564,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
564,4,high,full,even,0,4,12,4,False,False,False,False,3,5
564,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
564,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
564,7,high,full,even,0,4,0,4,False,False,False,False,4,4
564,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
564,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
564,10,high,full,even,20,4,18,4,False,False,False,False,5,3
564,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
564,12,high,self,even,0,4,0,4,False,False,False,False,7,7
565,1,high,self,even,0,4,8,4,False,False,False,False,4,4
565,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
565,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
565,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
565,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
565,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
565,7,high,full,even,0,4,0,4,False,False,False,False,4,4
565,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
565,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
565,10,high,full,even,20,4,18,4,False,False,False,False,5,3
565,11,high,self,even,0,4,0,4,False,False,False,False,7,7
565,12,low,self,even,0,4,11,4,False,False,False,False,7,7
566,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
566,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
566,3,high,self,even,24,4,0,4,False,False,False,False,5,3
566,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
566,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
566,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
566,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
566,8,high,full,even,0,4,26,4,False,False,False,False,4,4
566,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
566,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
566,11,low,full,even,0,4,24,4,False,False,False,False,7,7
566,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
567,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
567,2,low,full,uneven,44,3,61,5,False,False,False,False,4,4
567,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
567,4,high,full,even,0,4,12,4,False,False,False,False,3,5
567,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
567,6,high,self,even,0,4,0,4,False,False,False,False,7,7
567,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
567,8,high,self,even,0,4,26,4,False,False,False,False,4,4
567,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
567,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
567,11,high,self,even,0,4,0,4,False,False,False,False,7,7
567,12,low,full,uneven,0,5,0,3,False,False,False,False,7,7
568,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
568,2,low,full,even,53,4,51,4,False,False,False,False,4,4
568,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
568,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
568,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
568,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
568,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
568,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
568,9,high,self,even,22,4,24,4,False,False,False,False,3,5
568,10,low,full,even,60,4,59,4,False,False,False,False,5,3
568,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
568,12,high,full,even,0,4,0,4,False,False,False,False,7,7
569,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
569,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
569,3,high,self,even,24,4,0,4,False,False,False,False,5,3
569,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
569,5,high,self,even,0,4,0,4,False,False,False,False,7,7
569,6,low,full,uneven,4,5,25,3,False,False,False,False,7,7
569,7,high,self,even,0,4,0,4,False,False,False,False,4,4
569,8,low,self,even,50,4,63,4,False,False,False,False,4,4
569,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
569,10,low,self,even,59,4,60,4,False,False,False,False,5,3
569,11,low,self,even,12,4,11,4,False,False,False,False,7,7
569,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
570,1,low,self,even,49,4,54,4,False,False,False,False,4,4
570,2,high,full,even,12,4,18,4,False,False,False,False,4,4
570,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
570,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
570,5,low,full,even,0,4,11,4,False,False,False,False,7,7
570,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
570,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
570,8,low,full,uneven,47,5,52,3,False,False,False,False,4,4
570,9,high,self,even,22,4,24,4,False,False,False,False,3,5
570,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
570,11,high,full,even,0,4,0,4,False,False,False,False,7,7
570,12,low,self,even,0,4,11,4,False,False,False,False,7,7
571,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
571,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
571,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
571,4,low,self,even,52,4,59,4,False,False,False,False,3,5
571,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
571,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
571,7,low,self,even,50,4,47,4,False,False,False,False,4,4
571,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
571,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
571,10,high,full,uneven,0,3,18,5,False,False,False,False,5,3
571,11,high,full,even,0,4,0,4,False,False,False,False,7,7
571,12,low,self,even,0,4,11,4,False,False,False,False,7,7
572,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
572,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
572,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
572,4,low,self,even,59,4,52,4,False,False,False,False,3,5
572,5,high,self,even,0,4,0,4,False,False,False,False,7,7
572,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
572,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
572,8,low,self,even,63,4,50,4,False,False,False,False,4,4
572,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
572,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
572,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
572,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
573,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
573,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
573,3,low,self,even,62,4,41,4,False,False,False,False,5,3
573,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
573,5,low,self,even,0,4,11,4,False,False,False,False,7,7
573,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
573,7,low,full,even,50,4,47,4,False,False,False,False,4,4
573,8,low,self,even,63,4,50,4,False,False,False,False,4,4
573,9,high,self,even,24,4,22,4,False,False,False,False,3,5
573,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
573,11,low,full,even,12,4,11,4,False,False,False,False,7,7
573,12,low,full,even,17,4,0,4,False,False,False,False,7,7
574,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
574,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
574,3,high,full,even,24,4,0,4,False,False,False,False,5,3
574,4,low,self,even,59,4,52,4,False,False,False,False,3,5
574,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
574,6,low,full,even,0,4,19,4,False,False,False,False,7,7
574,7,low,full,even,50,4,47,4,False,False,False,False,4,4
574,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
574,9,high,self,even,24,4,22,4,False,False,False,False,3,5
574,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
574,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
574,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
575,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
575,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
575,3,low,full,even,57,4,49,4,False,False,False,False,5,3
575,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
575,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
575,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
575,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
575,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
575,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
575,10,high,full,even,20,4,18,4,False,False,False,False,5,3
575,11,low,self,even,12,4,11,4,False,False,False,False,7,7
575,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
576,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
576,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
576,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
576,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
576,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
576,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
576,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
576,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
